E	sigma_t	sigma_s
1.24938100E+04	2.36234800E+01	2.07895800E+01
1.24938700E+04	2.41613700E+01	2.12914700E+01
1.24939400E+04	2.47820900E+01	2.18739300E+01
1.24939700E+04	2.50453300E+01	2.21220500E+01
1.24940000E+04	2.53066500E+01	2.23690300E+01
1.24940300E+04	2.55658500E+01	2.26147000E+01
1.24940700E+04	2.59079200E+01	2.29399700E+01
1.24941300E+04	2.64124900E+01	2.34220900E+01
1.24942600E+04	2.74645300E+01	2.44370900E+01
1.24943400E+04	2.80791000E+01	2.50369700E+01
1.24943700E+04	2.83023000E+01	2.52562700E+01
1.24944800E+04	2.90834100E+01	2.60307000E+01
1.24945900E+04	2.98002700E+01	2.67528400E+01
1.24947000E+04	3.04459700E+01	2.74156800E+01
1.24948100E+04	3.10143200E+01	2.80128500E+01
1.24949600E+04	3.16553400E+01	2.87112900E+01
1.24950000E+04	3.17989500E+01	2.88736000E+01
1.24950200E+04	3.18663300E+01	2.89508500E+01
1.24950600E+04	3.19921500E+01	2.90974300E+01
1.24951600E+04	3.22539000E+01	2.94168000E+01
1.24952500E+04	3.24241400E+01	2.96455300E+01
1.24955300E+04	3.25555200E+01	2.99940300E+01
1.24957700E+04	3.22021500E+01	2.98600800E+01
1.24960100E+04	3.14565600E+01	2.93536600E+01
1.24964400E+04	2.93279200E+01	2.76702300E+01
1.24968600E+04	2.66168400E+01	2.53726600E+01
1.24970800E+04	2.50894500E+01	2.40411100E+01
1.24972900E+04	2.36288000E+01	2.27501100E+01
1.24975000E+04	2.22062000E+01	2.14787200E+01
1.24977100E+04	2.08537000E+01	2.02585000E+01
1.24979200E+04	1.95950400E+01	1.91134700E+01
1.24981300E+04	1.84457500E+01	1.80601200E+01
1.24982400E+04	1.78903600E+01	1.75483900E+01
1.24983400E+04	1.74138900E+01	1.71079400E+01
1.24984500E+04	1.69210600E+01	1.66509000E+01
1.24985500E+04	1.65011700E+01	1.62603200E+01
1.24986600E+04	1.60696400E+01	1.58577100E+01
1.24987700E+04	1.56689700E+01	1.54827400E+01
1.24988800E+04	1.52980100E+01	1.51345300E+01
1.24989800E+04	1.49854100E+01	1.48402800E+01
1.24990900E+04	1.46672900E+01	1.45400000E+01
1.24991900E+04	1.44002100E+01	1.42872000E+01
1.24993000E+04	1.41292400E+01	1.40300300E+01
1.24994000E+04	1.39023100E+01	1.38140800E+01
1.24995100E+04	1.36725000E+01	1.35948000E+01
1.24996100E+04	1.34802800E+01	1.34109100E+01
1.24997200E+04	1.32857400E+01	1.32243000E+01
1.24998200E+04	1.31230200E+01	1.30677900E+01
1.24999300E+04	1.29582300E+01	1.29088800E+01
1.25000300E+04	1.28202200E+01	1.27754400E+01
1.25001400E+04	1.26802100E+01	1.26396800E+01
1.25002400E+04	1.25626900E+01	1.25254100E+01
1.25003500E+04	1.24431200E+01	1.24088300E+01
1.25004500E+04	1.23424500E+01	1.23103500E+01
1.25005600E+04	1.22396800E+01	1.22095100E+01
1.25006600E+04	1.21528200E+01	1.21239700E+01
1.25007700E+04	1.20638200E+01	1.20359900E+01
1.25008700E+04	1.19883200E+01	1.19610300E+01
1.25009800E+04	1.19106700E+01	1.18835700E+01
1.25010800E+04	1.18445600E+01	1.18172500E+01
1.25011900E+04	1.17763600E+01	1.17484000E+01
1.25012900E+04	1.17181500E+01	1.16891900E+01
1.25014000E+04	1.16579600E+01	1.16274300E+01
1.25015000E+04	1.16065000E+01	1.15741100E+01
1.25016100E+04	1.15532600E+01	1.15182700E+01
1.25017100E+04	1.15077500E+01	1.14698700E+01
1.25018200E+04	1.14607200E+01	1.14190300E+01
1.25019200E+04	1.14206000E+01	1.13748300E+01
1.25020900E+04	1.13579600E+01	1.13037300E+01
1.25022600E+04	1.13020800E+01	1.12372700E+01
1.25024300E+04	1.12528000E+01	1.11750200E+01
1.25026000E+04	1.12100400E+01	1.11166400E+01
1.25027700E+04	1.11737600E+01	1.10618300E+01
1.25029400E+04	1.11439200E+01	1.10103500E+01
1.25031100E+04	1.11204600E+01	1.09619800E+01
1.25032700E+04	1.11041200E+01	1.09191300E+01
1.25034900E+04	1.10904200E+01	1.08641600E+01
1.25037000E+04	1.10862200E+01	1.08156100E+01
1.25039100E+04	1.10897800E+01	1.07705300E+01
1.25041200E+04	1.10998800E+01	1.07285300E+01
1.25049600E+04	1.11722600E+01	1.05830000E+01
1.25051300E+04	1.11861000E+01	1.05564000E+01
1.25055400E+04	1.12086900E+01	1.04944100E+01
1.25057600E+04	1.12129400E+01	1.04622300E+01
1.25058700E+04	1.12129600E+01	1.04464500E+01
1.25059300E+04	1.12124200E+01	1.04379400E+01
1.25059600E+04	1.12120100E+01	1.04337200E+01
1.25059800E+04	1.12116900E+01	1.04309200E+01
1.25059900E+04	1.12115100E+01	1.04295200E+01
1.25060100E+04	1.12113900E+01	1.04267800E+01
1.25060400E+04	1.12105000E+01	1.04225600E+01
1.25060900E+04	1.12092700E+01	1.04156800E+01
1.25061700E+04	1.12069100E+01	1.04048000E+01
1.25061900E+04	1.12062500E+01	1.04021200E+01
1.25062400E+04	1.12045000E+01	1.03954600E+01
1.25062600E+04	1.12037600E+01	1.03928200E+01
1.25063300E+04	1.12010600E+01	1.03837000E+01
1.25063600E+04	1.11998500E+01	1.03798500E+01
1.25064400E+04	1.11965300E+01	1.03697700E+01
1.25065100E+04	1.11936000E+01	1.03611900E+01
1.25066500E+04	1.11880300E+01	1.03447800E+01
1.25068800E+04	1.11813000E+01	1.03203100E+01
1.25069300E+04	1.11804800E+01	1.03154500E+01
1.25071100E+04	1.11801800E+01	1.02994300E+01
1.25072800E+04	1.11844900E+01	1.02865200E+01
1.25076300E+04	1.12100600E+01	1.02668200E+01
1.25081900E+04	1.12949000E+01	1.02505800E+01
1.25087400E+04	1.13937600E+01	1.02373600E+01
1.25092000E+04	1.14353800E+01	1.02098000E+01
1.25094600E+04	1.14241200E+01	1.01815300E+01
1.25095800E+04	1.14081900E+01	1.01646600E+01
1.25096500E+04	1.13955400E+01	1.01536300E+01
1.25096900E+04	1.13871800E+01	1.01469300E+01
1.25097200E+04	1.13834200E+01	1.01427100E+01
1.25097300E+04	1.13779800E+01	1.01399400E+01
1.25097600E+04	1.13705400E+01	1.01344900E+01
1.25097900E+04	1.13626200E+01	1.01288900E+01
1.25098500E+04	1.13453600E+01	1.01171700E+01
1.25099500E+04	1.13124200E+01	1.00961700E+01
1.25101600E+04	1.12266400E+01	1.00461900E+01
1.25105700E+04	1.10017600E+01	9.92796900E+00
1.25106500E+04	1.09507100E+01	9.90224000E+00
1.25109600E+04	1.07386700E+01	9.79677700E+00
1.25112700E+04	1.05167200E+01	9.68605900E+00
1.25115800E+04	1.03018600E+01	9.57530200E+00
1.25118900E+04	1.01092900E+01	9.46914200E+00
1.25120600E+04	1.00174800E+01	9.41419400E+00
1.25122200E+04	9.94158000E+00	9.36507400E+00
1.25123900E+04	9.87286100E+00	9.31587800E+00
1.25125500E+04	9.81968100E+00	9.27248200E+00
1.25127400E+04	9.77078400E+00	9.22456000E+00
1.25129200E+04	9.73791400E+00	9.18255500E+00
1.25131100E+04	9.71588000E+00	9.14137600E+00
1.25132900E+04	9.70504800E+00	9.10482200E+00
1.25136600E+04	9.70338600E+00	9.03441500E+00
1.25140300E+04	9.71019900E+00	8.96510200E+00
1.25143000E+04	9.70695900E+00	8.91151600E+00
1.25145700E+04	9.68769900E+00	8.85294100E+00
1.25147900E+04	9.65595400E+00	8.80042000E+00
1.25149000E+04	9.63395200E+00	8.77237300E+00
1.25149600E+04	9.62016100E+00	8.75656000E+00
1.25150000E+04	9.61026000E+00	8.74581700E+00
1.25150200E+04	9.60509800E+00	8.74038600E+00
1.25150300E+04	9.60246300E+00	8.73765500E+00
1.25150500E+04	9.59733000E+00	8.73221800E+00
1.25150800E+04	9.58876400E+00	8.72385400E+00
1.25151300E+04	9.57419100E+00	8.70980900E+00
1.25152100E+04	9.54908600E+00	8.68684700E+00
1.25153800E+04	9.48875700E+00	8.63618900E+00
1.25157100E+04	9.34860700E+00	8.53230000E+00
1.25166200E+04	8.92569200E+00	8.25883000E+00
1.25169300E+04	8.82828800E+00	8.19680100E+00
1.25171400E+04	8.79201900E+00	8.17199900E+00
1.25173400E+04	8.78473900E+00	8.16419600E+00
1.25175500E+04	8.80888800E+00	8.17471300E+00
1.25177500E+04	8.86373300E+00	8.20387200E+00
1.25179600E+04	8.95467800E+00	8.25509300E+00
1.25181600E+04	9.07117900E+00	8.32294700E+00
1.25185700E+04	9.38387600E+00	8.51200600E+00
1.25189500E+04	9.72218700E+00	8.72488900E+00
1.25193200E+04	1.00390300E+01	8.93183400E+00
1.25196900E+04	1.02831200E+01	9.09827200E+00
1.25198900E+04	1.03654500E+01	9.15758500E+00
1.25199700E+04	1.03865300E+01	9.17367000E+00
1.25199800E+04	1.03886600E+01	9.17535000E+00
1.25199900E+04	1.03907300E+01	9.17696700E+00
1.25200100E+04	1.03943600E+01	9.17993600E+00
1.25200400E+04	1.03990200E+01	9.18383400E+00
1.25200600E+04	1.04024400E+01	9.18674600E+00
1.25200900E+04	1.04044300E+01	9.18877100E+00
1.25201000E+04	1.04051600E+01	9.18952100E+00
1.25201100E+04	1.04057600E+01	9.19019100E+00
1.25201400E+04	1.04068600E+01	9.19171800E+00
1.25201600E+04	1.04069900E+01	9.19233100E+00
1.25202300E+04	1.04036100E+01	9.19188500E+00
1.25203400E+04	1.03861500E+01	9.18291900E+00
1.25205700E+04	1.03020200E+01	9.13123100E+00
1.25207900E+04	1.01645800E+01	9.04167000E+00
1.25210100E+04	9.97956300E+00	8.91800200E+00
1.25214900E+04	9.47903900E+00	8.57893200E+00
1.25219700E+04	9.02529200E+00	8.28572800E+00
1.25222300E+04	8.89955300E+00	8.23000100E+00
1.25224800E+04	8.92196000E+00	8.30080700E+00
1.25226100E+04	9.00619800E+00	8.40134400E+00
1.25227400E+04	9.14949400E+00	8.55420700E+00
1.25228700E+04	9.35889700E+00	8.76605700E+00
1.25229900E+04	9.61673800E+00	9.01959100E+00
1.25231200E+04	9.97196400E+00	9.36287100E+00
1.25232500E+04	1.04117800E+01	9.78309600E+00
1.25233800E+04	1.09412300E+01	1.02853500E+01
1.25235000E+04	1.15130600E+01	1.08254700E+01
1.25237500E+04	1.29700000E+01	1.21969500E+01
1.25240000E+04	1.47892800E+01	1.39073100E+01
1.25242700E+04	1.71417200E+01	1.61211800E+01
1.25245300E+04	1.97370800E+01	1.85696300E+01
1.25250600E+04	2.56541600E+01	2.41826000E+01
1.25252800E+04	2.81623700E+01	2.65777000E+01
1.25253300E+04	2.87219800E+01	2.71136400E+01
1.25253400E+04	2.88331900E+01	2.72202300E+01
1.25253800E+04	2.92754100E+01	2.76443000E+01
1.25254400E+04	2.99298400E+01	2.82726800E+01
1.25255500E+04	3.10963000E+01	2.93952300E+01
1.25257400E+04	3.29805600E+01	3.12169500E+01
1.25259400E+04	3.47336800E+01	3.29246700E+01
1.25261600E+04	3.63233600E+01	3.44910000E+01
1.25262200E+04	3.66874300E+01	3.48537300E+01
1.25262400E+04	3.68022400E+01	3.49685900E+01
1.25262900E+04	3.70720300E+01	3.52395300E+01
1.25264400E+04	3.77450100E+01	3.59250700E+01
1.25265800E+04	3.81809200E+01	3.63847700E+01
1.25267800E+04	3.84752800E+01	3.67323600E+01
1.25269700E+04	3.84007800E+01	3.67276200E+01
1.25273400E+04	3.73358500E+01	3.58424700E+01
1.25277000E+04	3.53289000E+01	3.40478000E+01
1.25280500E+04	3.27489800E+01	3.16879500E+01
1.25284000E+04	2.98550400E+01	2.90084800E+01
1.25287500E+04	2.69241500E+01	2.62719400E+01
1.25289200E+04	2.55547900E+01	2.49867900E+01
1.25290900E+04	2.42472700E+01	2.37559100E+01
1.25292600E+04	2.30155300E+01	2.25929300E+01
1.25294200E+04	2.19342200E+01	2.15690800E+01
1.25295900E+04	2.08738600E+01	2.05621400E+01
1.25297500E+04	1.99615100E+01	1.96930900E+01
1.25299200E+04	1.90829800E+01	1.88534600E+01
1.25300800E+04	1.83395300E+01	1.81402200E+01
1.25302500E+04	1.76343100E+01	1.74606400E+01
1.25304100E+04	1.70456400E+01	1.68903100E+01
1.25305000E+04	1.67446000E+01	1.65971900E+01
1.25305800E+04	1.64942300E+01	1.63524400E+01
1.25307400E+04	1.60393900E+01	1.59048800E+01
1.25308300E+04	1.58088400E+01	1.56761200E+01
1.25309100E+04	1.56182500E+01	1.54857100E+01
1.25309900E+04	1.54405200E+01	1.53068300E+01
1.25310700E+04	1.52750600E+01	1.51388600E+01
1.25311600E+04	1.51028600E+01	1.49621800E+01
1.25312400E+04	1.49616000E+01	1.48154400E+01
1.25314000E+04	1.47103300E+01	1.45488200E+01
1.25314900E+04	1.45862100E+01	1.44133800E+01
1.25315700E+04	1.44856700E+01	1.43010800E+01
1.25317300E+04	1.43107300E+01	1.40976300E+01
1.25318700E+04	1.41845400E+01	1.39407200E+01
1.25320100E+04	1.40818300E+01	1.38016200E+01
1.25321500E+04	1.40012600E+01	1.36787000E+01
1.25322800E+04	1.39452400E+01	1.35778300E+01
1.25324000E+04	1.39088100E+01	1.34951500E+01
1.25325100E+04	1.38877200E+01	1.34275300E+01
1.25327400E+04	1.38793100E+01	1.33091000E+01
1.25329700E+04	1.39149400E+01	1.32181900E+01
1.25331900E+04	1.39847400E+01	1.31532000E+01
1.25340900E+04	1.44787500E+01	1.30304800E+01
1.25343300E+04	1.46129600E+01	1.30125700E+01
1.25345700E+04	1.47224800E+01	1.29902700E+01
1.25347600E+04	1.47833100E+01	1.29661400E+01
1.25349400E+04	1.48144800E+01	1.29358300E+01
1.25351400E+04	1.48144600E+01	1.28918400E+01
1.25352500E+04	1.47976700E+01	1.28624900E+01
1.25353000E+04	1.47859600E+01	1.28478800E+01
1.25353500E+04	1.47716800E+01	1.28324600E+01
1.25353600E+04	1.47685200E+01	1.28292800E+01
1.25354000E+04	1.47548200E+01	1.28162200E+01
1.25354600E+04	1.47311600E+01	1.27956500E+01
1.25355400E+04	1.46938500E+01	1.27663800E+01
1.25356800E+04	1.46129000E+01	1.27101600E+01
1.25359900E+04	1.43668000E+01	1.25641800E+01
1.25362600E+04	1.40875200E+01	1.24161800E+01
1.25365200E+04	1.37756000E+01	1.22601100E+01
1.25370900E+04	1.30203000E+01	1.18976700E+01
1.25373700E+04	1.26512000E+01	1.17226800E+01
1.25376500E+04	1.23045100E+01	1.15571200E+01
1.25378100E+04	1.21207800E+01	1.14682700E+01
1.25379700E+04	1.19493300E+01	1.13842600E+01
1.25381300E+04	1.17910700E+01	1.13053900E+01
1.25382800E+04	1.16551400E+01	1.12362800E+01
1.25384400E+04	1.15235700E+01	1.11677700E+01
1.25386000E+04	1.14057200E+01	1.11045900E+01
1.25387600E+04	1.13012400E+01	1.10465900E+01
1.25389100E+04	1.12149500E+01	1.09967600E+01
1.25390700E+04	1.11347700E+01	1.09482500E+01
1.25392300E+04	1.10661600E+01	1.09042700E+01
1.25393100E+04	1.10359700E+01	1.08839000E+01
1.25393900E+04	1.10084300E+01	1.08645800E+01
1.25395400E+04	1.09636000E+01	1.08310600E+01
1.25396200E+04	1.09432000E+01	1.08145800E+01
1.25397000E+04	1.09251400E+01	1.07990400E+01
1.25398500E+04	1.08973800E+01	1.07723400E+01
1.25400100E+04	1.08761600E+01	1.07472500E+01
1.25401600E+04	1.08637700E+01	1.07267700E+01
1.25402900E+04	1.08586600E+01	1.07113200E+01
1.25404100E+04	1.08584000E+01	1.06988700E+01
1.25405200E+04	1.08617800E+01	1.06889500E+01
1.25406300E+04	1.08685100E+01	1.06804100E+01
1.25408500E+04	1.08914500E+01	1.06672400E+01
1.25410700E+04	1.09258900E+01	1.06588700E+01
1.25412900E+04	1.09701800E+01	1.06546400E+01
1.25421600E+04	1.11921900E+01	1.06592900E+01
1.25424600E+04	1.12603800E+01	1.06587400E+01
1.25427600E+04	1.13087100E+01	1.06509800E+01
1.25431000E+04	1.13288300E+01	1.06292800E+01
1.25432400E+04	1.13243700E+01	1.06155500E+01
1.25433300E+04	1.13172800E+01	1.06051100E+01
1.25433800E+04	1.13118800E+01	1.05987700E+01
1.25434100E+04	1.13081400E+01	1.05947700E+01
1.25434300E+04	1.13054400E+01	1.05920200E+01
1.25434600E+04	1.13010700E+01	1.05877800E+01
1.25434900E+04	1.12963200E+01	1.05834000E+01
1.25435500E+04	1.12857000E+01	1.05742100E+01
1.25436500E+04	1.12646700E+01	1.05576200E+01
1.25437700E+04	1.12340400E+01	1.05356500E+01
1.25437800E+04	1.12312300E+01	1.05337200E+01
1.25438100E+04	1.12225600E+01	1.05278400E+01
1.25438400E+04	1.12135300E+01	1.05218300E+01
1.25438800E+04	1.12009700E+01	1.05136100E+01
1.25439400E+04	1.11810100E+01	1.05008500E+01
1.25439700E+04	1.11705300E+01	1.04942800E+01
1.25440100E+04	1.11560700E+01	1.04853300E+01
1.25441700E+04	1.10928200E+01	1.04474700E+01
1.25444300E+04	1.09740400E+01	1.03798200E+01
1.25444900E+04	1.09443000E+01	1.03633100E+01
1.25445600E+04	1.09086900E+01	1.03437000E+01
1.25446200E+04	1.08774800E+01	1.03266300E+01
1.25446900E+04	1.08403600E+01	1.03064400E+01
1.25447500E+04	1.08080400E+01	1.02889400E+01
1.25449000E+04	1.07257000E+01	1.02446000E+01
1.25450500E+04	1.06420800E+01	1.01997700E+01
1.25453400E+04	1.04808500E+01	1.01132600E+01
1.25456400E+04	1.03207400E+01	1.00263200E+01
1.25459300E+04	1.01777700E+01	9.94680700E+00
1.25460800E+04	1.01095200E+01	9.90785800E+00
1.25462300E+04	1.00455200E+01	9.87052700E+00
1.25463800E+04	9.98588500E+00	9.83485800E+00
1.25465200E+04	9.93419200E+00	9.80306700E+00
1.25466700E+04	9.88299100E+00	9.77057800E+00
1.25468100E+04	9.83899700E+00	9.74167000E+00
1.25469600E+04	9.79575400E+00	9.71213700E+00
1.25471000E+04	9.75884700E+00	9.68583100E+00
1.25472300E+04	9.72739500E+00	9.66241600E+00
1.25473600E+04	9.69850400E+00	9.63990300E+00
1.25474900E+04	9.67202900E+00	9.61822200E+00
1.25476200E+04	9.64783300E+00	9.59730500E+00
1.25477200E+04	9.63069500E+00	9.58169500E+00
1.25478200E+04	9.61478400E+00	9.56647300E+00
1.25479200E+04	9.60005500E+00	9.55161400E+00
1.25480100E+04	9.58777800E+00	9.53853200E+00
1.25481100E+04	9.57519500E+00	9.52430200E+00
1.25482100E+04	9.56370100E+00	9.51037500E+00
1.25483100E+04	9.55327300E+00	9.49673600E+00
1.25484000E+04	9.54478500E+00	9.48469500E+00
1.25485000E+04	9.53633800E+00	9.47156500E+00
1.25486000E+04	9.52891500E+00	9.45868800E+00
1.25487900E+04	9.51760400E+00	9.43488700E+00
1.25489900E+04	9.50959400E+00	9.41073700E+00
1.25491800E+04	9.50561300E+00	9.38862300E+00
1.25493800E+04	9.50512200E+00	9.36619800E+00
1.25495700E+04	9.50800100E+00	9.34569800E+00
1.25497700E+04	9.51430500E+00	9.32497200E+00
1.25499600E+04	9.52310700E+00	9.30611200E+00
1.25503500E+04	9.54832900E+00	9.27014100E+00
1.25507400E+04	9.58083600E+00	9.23858900E+00
1.25508100E+04	9.58727700E+00	9.23350600E+00
1.25508700E+04	9.59293400E+00	9.22931200E+00
1.25509400E+04	9.59969100E+00	9.22462300E+00
1.25510000E+04	9.60562100E+00	9.22079000E+00
1.25510700E+04	9.61270500E+00	9.21654900E+00
1.25512500E+04	9.63181800E+00	9.20691000E+00
1.25514300E+04	9.65245800E+00	9.19936000E+00
1.25516100E+04	9.67504800E+00	9.19426100E+00
1.25517000E+04	9.68724600E+00	9.19274800E+00
1.25517500E+04	9.69432100E+00	9.19223100E+00
1.25517800E+04	9.69867700E+00	9.19203500E+00
1.25518000E+04	9.70162900E+00	9.19195400E+00
1.25518100E+04	9.70311900E+00	9.19192800E+00
1.25518300E+04	9.70613000E+00	9.19190600E+00
1.25518600E+04	9.71072400E+00	9.19194900E+00
1.25519100E+04	9.71859200E+00	9.19222700E+00
1.25519700E+04	9.72840400E+00	9.19291000E+00
1.25521000E+04	9.75115800E+00	9.19574200E+00
1.25523300E+04	9.79705300E+00	9.20551400E+00
1.25525300E+04	9.84350000E+00	9.21911500E+00
1.25526300E+04	9.86913600E+00	9.22767900E+00
1.25526900E+04	9.88529400E+00	9.23336300E+00
1.25527400E+04	9.89919900E+00	9.23840100E+00
1.25528900E+04	9.94322900E+00	9.25506400E+00
1.25530400E+04	9.99044900E+00	9.27379100E+00
1.25535600E+04	1.01689700E+01	9.34745300E+00
1.25540700E+04	1.03299000E+01	9.40981800E+00
1.25543300E+04	1.03864700E+01	9.42606900E+00
1.25545800E+04	1.04138400E+01	9.42574600E+00
1.25548300E+04	1.04080200E+01	9.40608500E+00
1.25549500E+04	1.03919600E+01	9.38897200E+00
1.25550300E+04	1.03762200E+01	9.37465500E+00
1.25550700E+04	1.03725100E+01	9.36952100E+00
1.25551100E+04	1.03563800E+01	9.35796700E+00
1.25551500E+04	1.03449100E+01	9.34872900E+00
1.25552000E+04	1.03291300E+01	9.33633900E+00
1.25552800E+04	1.03005200E+01	9.31457400E+00
1.25554300E+04	1.02359200E+01	9.26738800E+00
1.25557100E+04	1.00790800E+01	9.15797700E+00
1.25560000E+04	9.87334100E+00	9.01850100E+00
1.25562800E+04	9.64327800E+00	8.86363000E+00
1.25569200E+04	9.06771000E+00	8.46730600E+00
1.25572400E+04	8.78819000E+00	8.26369700E+00
1.25574000E+04	8.65676300E+00	8.16361500E+00
1.25575600E+04	8.53253100E+00	8.06552400E+00
1.25577900E+04	8.36820700E+00	7.92895000E+00
1.25580200E+04	8.22204100E+00	7.79854400E+00
1.25582500E+04	8.09473100E+00	7.67514400E+00
1.25584700E+04	7.99081600E+00	7.56444700E+00
1.25587000E+04	7.90110500E+00	7.45750000E+00
1.25589300E+04	7.83156300E+00	7.36126700E+00
1.25591600E+04	7.78411400E+00	7.27842300E+00
1.25593800E+04	7.76259800E+00	7.21525000E+00
1.25597200E+04	7.78674900E+00	7.15953800E+00
1.25597800E+04	7.79976600E+00	7.15634700E+00
1.25598900E+04	7.83162600E+00	7.15667700E+00
1.25599400E+04	7.84977200E+00	7.15967600E+00
1.25599700E+04	7.86182400E+00	7.16238400E+00
1.25599900E+04	7.87013000E+00	7.16455700E+00
1.25600000E+04	7.87477900E+00	7.16579800E+00
1.25600200E+04	7.88351600E+00	7.16843100E+00
1.25600500E+04	7.89844300E+00	7.17311200E+00
1.25601000E+04	7.92479700E+00	7.18253700E+00
1.25601800E+04	7.97285300E+00	7.20224800E+00
1.25603700E+04	8.11864600E+00	7.27404500E+00
1.25605700E+04	8.32611400E+00	7.39238000E+00
1.25607700E+04	8.59620600E+00	7.56049300E+00
1.25610700E+04	9.13247700E+00	7.91742700E+00
1.25613600E+04	9.81200600E+00	8.39223400E+00
1.25616600E+04	1.06838600E+01	9.02128000E+00
1.25619500E+04	1.16776100E+01	9.75514500E+00
1.25627000E+04	1.47049700E+01	1.20594100E+01
1.25631100E+04	1.64066200E+01	1.33884700E+01
1.25632100E+04	1.68017300E+01	1.37001400E+01
1.25632200E+04	1.68405900E+01	1.37308500E+01
1.25632500E+04	1.69564000E+01	1.38224500E+01
1.25632900E+04	1.71089200E+01	1.39432300E+01
1.25633500E+04	1.73333900E+01	1.41213000E+01
1.25634000E+04	1.75162000E+01	1.42665900E+01
1.25634700E+04	1.77651300E+01	1.44648200E+01
1.25635300E+04	1.79715400E+01	1.46295400E+01
1.25635400E+04	1.80052800E+01	1.46565000E+01
1.25635600E+04	1.80722000E+01	1.47099800E+01
1.25636100E+04	1.82360200E+01	1.48410600E+01
1.25636600E+04	1.83947300E+01	1.49682400E+01
1.25638000E+04	1.88101600E+01	1.53020600E+01
1.25640600E+04	1.94571300E+01	1.58247800E+01
1.25645700E+04	2.01915600E+01	1.64247500E+01
1.25649300E+04	2.02469800E+01	1.64759100E+01
1.25653700E+04	1.97846600E+01	1.61131900E+01
1.25656800E+04	1.91232500E+01	1.55917500E+01
1.25658300E+04	1.87109400E+01	1.52674800E+01
1.25659100E+04	1.84681400E+01	1.50768700E+01
1.25659600E+04	1.83135700E+01	1.49551800E+01
1.25659900E+04	1.82102400E+01	1.48747100E+01
1.25660500E+04	1.80073400E+01	1.47158700E+01
1.25661100E+04	1.77966700E+01	1.45511500E+01
1.25662200E+04	1.73914600E+01	1.42348700E+01
1.25664300E+04	1.65573100E+01	1.35860200E+01
1.25668300E+04	1.48106400E+01	1.22367700E+01
1.25672800E+04	1.27713500E+01	1.06796000E+01
1.25677300E+04	1.09212400E+01	9.29725500E+00
1.25680200E+04	9.97641700E+00	8.62212100E+00
1.25683000E+04	9.34969500E+00	8.21957400E+00
1.25685500E+04	9.09794200E+00	8.13196000E+00
1.25686800E+04	9.10335900E+00	8.20813500E+00
1.25688000E+04	9.20102000E+00	8.36194400E+00
1.25689300E+04	9.41514600E+00	8.62686600E+00
1.25690500E+04	9.71968400E+00	8.96904400E+00
1.25691800E+04	1.01726400E+01	9.45287600E+00
1.25693000E+04	1.07103400E+01	1.00101200E+01
1.25694300E+04	1.14283100E+01	1.07398700E+01
1.25695500E+04	1.22205600E+01	1.15346700E+01
1.25696800E+04	1.32229000E+01	1.25312300E+01
1.25698000E+04	1.42832800E+01	1.35788400E+01
1.25700500E+04	1.69101400E+01	1.61585400E+01
1.25702900E+04	1.99477800E+01	1.91288000E+01
1.25705600E+04	2.39131600E+01	2.29991400E+01
1.25708300E+04	2.83513800E+01	2.73299000E+01
1.25709300E+04	3.00844100E+01	2.90217200E+01
1.25710400E+04	3.20289100E+01	3.09208600E+01
1.25712300E+04	3.54407500E+01	3.42559500E+01
1.25715100E+04	4.04411900E+01	3.91525800E+01
1.25718000E+04	4.53232700E+01	4.39472300E+01
